,1q21.3  ,1q44    ,3p25.1  ,3q26.32 ,4q13.3  ,5p15.33 ,6p23    ,6q21    ,8p11.23 ,8p11.21 ,8q24.21 ,10p15.1 ,10q22.3 ,11p13   ,11q13.3 ,11q14.1 ,12p13.33,12q15   ,13q34   ,14q21.1 ,15q26.3 ,17p11.2 ,17q12   ,17q23.1 ,19p13.12,19q12   ,19q13.42,20q13.2 ,1p36.13 ,1p21.2  ,2q37.3  ,3p21.31 ,4p16.3  ,4q35.2  ,5q11.2  ,5q21.3  ,6p25.3  ,6q15    ,6q27    ,7p22.3  ,7q36.1  ,8p23.2  ,9p23    ,9p21.3  ,9q21.11 ,9q34.2  ,10q23.31,10q26.3 ,11p15.5 ,11q13.1 ,11q23.3 ,11q25   ,12p13.1 ,12q23.1 ,12q24.31,13q14.2 ,14q24.1 ,14q32.12,15q13.1 ,16q24.3 ,17p12   ,17q21.31,18q23   ,19p13.3 ,19q13.32,20p13   ,21q11.2 ,22q11.1 ,22q13.32
TCGA.S3.A6ZH,1.0208,1.1582,0.0988,0.1371,-0.2658,0.1164,0.0909,-0.7346,-0.7638,3.6569,0.1166,0.0752,-0.7694,0.0977,3.6569,-0.7454,0.0908,0.085,-0.7276,0.0825,0.0422,0.3454,0.3454,0.3454,-0.491,0.644,0.5805,0.0192,-0.4227,-0.3011,-0.377,-0.7533,-0.3001,-0.2658,0.1405,0.1405,0.0909,-0.7346,-0.7554,0.1049,0.1049,-0.7648,-0.312,-0.312,-0.312,-0.4179,-0.7394,-0.7772,0.0977,-0.8245,-0.7618,-0.7618,0.0908,0.085,0.085,-0.7277,0.0825,0.0825,0.0422,0.7553,-0.8368,0.3454,-0.2885,-0.491,0.644,0.0212,0.1207,0.3083,-0.3989
TCGA.S3.AA0Z,2.0784,2.0784,-0.0073,1.455,-0.0237,0.01,1.3851,0.6034,0.0215,0.0215,0.0241,1.5011,-0.0053,0.0182,0.0182,0.0182,-0.0065,-0.0065,0.0511,-0.7898,0.0,-0.0151,-0.0547,-0.0289,3.6569,-0.0539,-0.0539,0.0061,-0.0295,-0.003,-0.048,-0.0073,-0.0091,-0.0204,-0.0026,-0.0026,1.3851,0.6181,0.6193,0.7637,-0.7913,0.0215,1.5514,1.4912,0.7672,0.7639,-0.0053,-0.0181,0.0182,0.0182,-0.7909,-0.8478,-0.0065,-0.0065,-0.0151,0.0498,-0.7898,-0.8184,0.0191,-0.8602,-0.0342,-0.0547,-0.0018,-0.0687,-0.0539,-0.8705,0.7833,0.0398,0.0213
TCGA.S3.AA10,0.9223,0.2773,0.0418,0.257,0.7494,-0.3603,0.3051,-0.3323,0.9879,0.9879,1.6594,1.4517,0.2669,-0.0928,-0.0832,-0.0832,0.823,0.7668,1.7511,-0.3374,-0.3487,-0.3393,0.3337,0.3753,0.164,0.2526,0.2526,0.279,0.0298,0.1011,0.2071,-0.3275,-0.675,-0.3519,-0.3276,-0.4579,-0.3247,-0.3323,-0.3046,0.2847,-0.971,-0.4654,0.0,0.0,0.0,-0.0088,0.2798,0.8408,-0.0633,-0.0832,-0.0414,-0.1067,0.823,0.2152,-0.3472,-0.3496,-0.3301,-0.3442,-0.3241,-0.5588,-0.3393,0.3337,0.2558,0.164,0.2526,0.279,0.201,-0.2988,-0.2988
TCGA.S3.AA11,0.6688,0.6688,-0.0032,-0.0201,0.0,0.0006,-0.0019,-0.0068,0.0181,0.0181,0.0181,0.0,0.0,0.005,0.005,0.005,-0.0035,-0.0035,-0.001,0.0001,-0.0021,0.015,0.015,0.015,-0.009,-0.009,-0.009,0.0012,-0.0028,-0.0028,0.0374,-0.6592,-0.0068,-0.0003,0.0006,0.0006,-0.0019,-0.0019,0.0064,-0.0008,0.0012,0.0181,-0.0021,-0.0021,-0.0021,-0.0021,-0.7978,0.0188,0.005,0.005,-0.0781,-0.0781,-0.0035,-0.003,0.0026,-0.0103,-0.0027,-0.0027,-0.0021,-0.0014,-0.0184,0.015,0.0022,-0.009,-0.009,0.0012,-0.0064,-0.012,-0.012
TCGA.S3.AA12,-0.0029,0.913,0.0058,0.0038,0.0093,-0.0178,0.0025,-0.967,3.6569,-0.9776,1.7732,-0.0019,-0.0019,-0.0022,-0.0022,-0.0022,0.01,0.0,0.0,0.0077,0.0004,-0.0131,-0.0131,0.0117,-0.0757,3.6569,-0.0591,-0.0308,-0.0029,-0.0029,0.0053,0.0058,0.0093,0.0189,-0.0178,-0.0178,0.0025,-0.967,-0.967,-0.0014,0.0129,-1.007,-0.0047,-0.0047,-0.0047,-0.0061,-0.0019,-0.0019,0.0031,-0.0022,-0.9586,-0.9869,0.01,0.0,0.0,0.0,0.0103,0.0103,-0.0243,-1.0347,-0.0131,0.0117,0.0037,-0.0519,-0.0591,-0.0164,-0.0113,-0.0162,-0.0162
TCGA.S3.AA14,0.0076,0.0103,0.0,0.0259,0.0492,0.0258,0.0028,-0.6868,-0.0118,-0.0118,-0.0044,-0.0065,0.0005,0.0016,0.0016,0.0016,-0.0013,0.0155,-0.7129,-0.0005,-0.0228,-0.071,3.4844,-0.0754,-0.1076,-0.1076,-0.1076,-0.0318,-0.0737,0.0076,-0.6688,0.0,-0.0378,-0.6578,0.0353,0.0353,0.0028,-0.6703,-0.6969,-0.0284,-0.7234,-0.6742,0.0343,0.0007,-0.6853,-0.0243,0.0005,0.0005,0.0016,0.0016,0.0016,0.0016,-0.0013,-0.0002,-0.0002,-0.6571,-0.0005,-0.0005,-0.0228,-0.7231,-0.071,-0.7408,0.0154,-0.1076,-0.1076,-0.0318,0.0123,-0.0799,-0.0799
TCGA.S3.AA15,0.0123,0.0956,0.0226,0.0973,-0.0652,-0.0328,0.0088,0.0088,0.0124,0.0124,0.0124,0.0,0.0,0.0096,0.0096,0.0096,-0.0024,-0.0079,-0.0635,-0.0627,0.1331,-0.0175,-0.0175,-0.0175,0.0085,0.0085,0.0085,-0.0477,0.0123,0.0123,-0.0519,0.0226,-0.0631,-0.0637,-0.0328,-0.0328,0.0088,0.0088,0.0088,0.0329,0.0159,0.0124,-0.0194,-0.0194,-0.0194,-0.0762,0.0,0.0,0.0096,0.0096,0.0203,-0.0014,-0.0024,-0.0079,-0.0079,-0.0635,-0.0653,-0.0653,-0.0319,-0.048,-0.0175,-0.0175,-0.0631,-0.0359,0.0085,-0.0477,0.0172,-0.0169,-0.0169
TCGA.S3.AA17,0.4896,1.0314,0.0262,0.0724,-0.0673,0.0114,0.0111,0.016,0.0855,0.0855,0.0855,0.4738,-0.0044,0.7648,0.2902,0.3185,0.023,0.0331,-0.0149,-0.192,-0.5013,-0.5096,0.0157,0.0157,-0.0182,-0.0182,-0.0182,1.1416,-0.5233,-0.0055,0.0312,-0.5075,-0.4871,0.5102,0.0114,-0.5146,-0.5185,-0.5024,0.0345,0.5817,-0.0115,-0.5117,-0.476,0.0,0.0,0.0,-0.0044,-0.5198,0.2559,0.2902,-0.5066,-0.5066,0.023,0.0331,-0.5169,-0.5075,-0.192,-0.192,-0.5013,-0.5034,-0.5096,0.0157,0.5071,-0.0182,-0.0182,0.5105,-0.5206,0.0229,0.0375
TCGA.UL.AAZ6,0.869,1.141,-0.5896,-0.0059,0.6168,0.448,0.5612,0.0,-0.6348,-0.6348,0.5774,0.4724,-0.039,-0.6072,1.6011,0.5865,0.5331,0.5769,-0.6331,0.5316,0.4239,-0.0136,3.6569,3.6569,-0.0452,2.9996,1.0078,2.682,-0.0486,-0.6075,-0.1625,0.0253,-0.0215,-0.6332,0.0285,0.0285,0.5352,0.0,-0.0142,0.5263,-0.0162,-1.2929,-0.0281,-0.0281,-0.0281,-0.0728,-0.0617,-0.0617,-1.2506,1.083,-0.6189,-0.6377,0.5331,0.5453,0.5272,-0.5966,-0.6197,-0.6211,-0.6279,0.5069,-0.6461,-0.5905,0.0323,-0.0452,-1.1815,0.4637,0.5022,-0.6342,-0.6422
TCGA.UU.A93S,1.4312,1.3499,-0.0129,0.4473,-0.0329,0.8943,0.0245,-0.4495,1.3193,-0.8992,0.8538,1.7339,0.0,-0.0335,0.4099,0.4099,-0.4388,-0.4482,0.8604,-0.4443,0.0139,0.6651,3.6569,-0.3744,0.34,-0.4543,-0.4504,0.0466,-0.409,-0.0071,0.0286,-0.0067,0.5319,-0.0284,0.4439,-0.005,0.0245,-0.9553,-0.5028,1.3042,-0.0127,-0.9643,-0.0947,-0.0626,-0.0626,0.0331,0.0,-0.4784,-0.4516,0.4748,0.4099,0.3806,-0.4411,0.0076,-0.4242,0.8271,-0.4315,-0.4804,-0.4577,0.0292,-0.4149,-0.3906,-0.4574,0.4736,-0.4275,0.0044,-0.0797,0.097,0.0609
